,0
0,-1.4616944371777443
1,-1.4857115244051764
2,-1.5099994798684477
3,-1.53449958420675
4,-1.55914790496481
5,-1.5838756217407068
6,-1.608609402362851
7,-1.6332718276903986
8,-1.6577818621729516
9,-1.6820553668671376
10,-1.706005651195305
11,-1.7295440593472025
12,-1.7525805868741955
13,-1.7750245227090273
14,-1.7967851115671465
15,-1.8177722314488962
16,-1.8378970807694799
17,-1.8570728694961662
18,-1.8752155085721167
19,-1.8922442918542597
20,-1.908082564789571
21,-1.9226583741003962
22,-1.935905092844873
23,-1.947762015362792
24,-1.9581749168089484
25,-1.9670965722141807
26,-1.97448723029766
27,-1.980315037578733
28,-1.984556408702515
29,-1.9871963392956262
30,-1.9882286581049815
31,-1.9876562156393582
32,-1.9854910070270577
33,-1.9817542273189828
34,-1.976476258001389
35,-1.9696965840309435
36,-1.9614636412632347
37,-1.9518345947088847
38,-1.940875048615026
39,-1.9286586899286045
40,-1.915266867248186
41,-1.9007881079066902
42,-1.8853175763455488
43,-1.8689564774359457
44,-1.8518114088710256
45,-1.8339936671906303
46,-1.8156185124027155
47,-1.7968043965307823
48,-1.7776721617397584
49,-1.7583442139726229
50,-1.7389436782624559
51,-1.7195935420692692
52,-1.7004157931243133
53,-1.6815305583469575
54,-1.6630552504286324
55,-1.6451037286550312
56,-1.627785480461224
57,-1.6112048300855646
58,-1.5954601805075184
59,-1.580643294623754
60,-1.5668386213370677
61,-1.5541226719067884
62,-1.542563451539146
63,-1.5322199507849152
64,-1.5231417008625812
65,-1.5153683965419251
66,-1.5089295897090498
67,-1.503844456193561
68,-1.5001216378763251
69,-1.4977591615163428
70,-1.4967444351424195
71,-1.4970543222544634
72,-1.4986552934750437
73,-1.5015036546891931
74,-1.5055458501145118
75,-1.5107188381586765
76,-1.5169505373529946
77,-1.524160339102428
78,-1.5322596834699675
79,-1.5411526937195434
80,-1.5507368648817632
81,-1.5609038011841534
82,-1.5715399968050425
83,-1.5825276540721562
84,-1.5937455329347907
85,-1.605069825295618
86,-1.6163750475960885
87,-1.6275349449093364
88,-1.6384233997089712
89,-1.6489153384499042
90,-1.6588876291205041
91,-1.6682199630019845
