,0
0,-1.034090512253523
1,0.6663693665530424
2,-0.34380368333907446
3,0.2671446538274226
4,-0.08137218795640128
5,0.14069158175128152
6,0.007666467643775748
7,0.10556856554798667
8,0.0045252171955935585
9,0.08530527549671979
10,0.003083992038532481
11,0.05451503417187003
12,0.049793896276995646
13,0.05493245240434943
14,0.06556537313068639
15,0.04349227198310344
16,0.05150258993373226
17,0.05689885787841356
18,0.04279077746178532
19,0.0343017342431684
20,0.05394577376429022
21,0.0557239954717975
22,0.03626622186224807
23,0.06934039240191807
24,0.04680842289750685
25,0.051031992341720275
26,0.04189947353003447
27,0.059113980310041524
28,0.06663102436153148
29,0.035868624302077615
30,0.060978913164321316
31,0.021110061149145487
32,0.06099395692415824
33,0.024065859145369062
34,0.06212000501418279
35,0.03901174559418436
36,0.055951309695045505
37,0.0404626991120701
38,0.0544070135516077
39,0.07096414799211778
40,0.012625918818553525
41,0.08953262173093014
42,0.024519823445261997
43,0.03130724265268193
44,0.05487903561888743
45,0.06305878693794267
46,0.04921648011157424
47,0.06691354620020667
48,0.013276345340278157
49,0.06169137232441484
50,0.04268953036297756
51,0.058785499726063346
52,0.06504588985651871
53,0.03456206464085051
54,0.058789697727349356
55,0.039266566535793544
56,0.05705334964007236
57,0.05350883466995542
58,0.04249014809163253
59,0.028213465030778026
60,0.0319863947417478
61,0.056557530268522706
62,0.04475880068270662
63,0.05737324070334279
64,0.050223223517950784
65,0.07014102307340844
66,0.03957144419177307
67,0.04892902212266296
68,0.04125849844542257
69,0.05411905254846134
70,0.0403555314634893
71,0.060308324087101225
72,0.04541169934541657
73,0.052848721388472214
74,0.03786729595255359
75,0.06605327953083306
76,0.031032574065555384
77,0.06516972801694221
78,0.02812142902356394
79,0.06898489039398342
80,0.03860657528723368
81,0.03619673001362801
82,0.07663194111226203
83,0.00986553968861105
84,0.08205886595126644
85,0.03215350039075742
86,0.0760225058473207
87,0.030947303865659432
88,0.02341582400418321
89,0.03879178292818764
