,0
0,aa
1,ab
2,bb
3,cb
4,db
5,eb
6,fb
7,gb
8,hb
9,ib
10,jb
11,kb
12,lb
13,mb
14,nb
15,ob
16,pb
17,qb
18,rb
19,sb
20,tb
21,ub
22,vb
23,wb
24,xb
25,yb
26,zb
27,ac
28,bc
29,cc
